WORD,MPQA,OPENER,OL,VADER,IN_VOCAB,ANNOTATION
ability,1.0,1.0,0.775,0.325,True,0.0
able,1.0,1.0,1.0,1.0,True,0.0
above,1.0,1.0,1.0,1.0,True,1.0
abrupt,-1.0,-1.0,-1.0,-1.0,True,-1.0
absolute,0.0,0.0,0.0,0.0,True,0.0
absolutely,0.0,0.0,0.0,0.0,True,0.0
accident,-0.525,-0.525,-0.525,-0.525,True,0.0
accomplished,0.7375,0.7375,1.0,0.475,True,1.0
acknowledge,1.0,1.0,1.0,1.0,True,0.0
actual,0.0,0.0,0.0,0.0,True,0.0
actually,0.0,0.0,0.0,0.0,True,0.0
addict,-1.0,-1.0,-1.0,-1.0,True,1.0
addicted,-1.0,-1.0,-1.0,-1.0,True,1.0
adequate,1.0,1.0,1.0,0.225,True,1.0
advanced,1.0,1.0,1.0,0.25,True,1.0
advantage,1.0,1.0,1.0,0.25,True,1.0
adversary,-1.0,-1.0,-1.0,-0.2,True,-1.0
affect,0.0,0.0,0.0,0.0,True,0.0
afford,1.0,1.0,1.0,1.0,True,1.0
affordable,1.0,1.0,1.0,1.0,True,1.0
against,-1.0,-1.0,-1.0,-1.0,True,-1.0
agree,1.0,1.0,0.7916666666666666,0.375,True,0.0
agreed,0.275,0.275,0.275,0.275,True,0.0
air,0.0,0.0,0.0,0.0,True,0.0
allow,1.0,1.0,0.7416666666666667,0.225,True,0.0
alone,-0.25,-0.25,-0.25,-0.25,True,0.0
alright,0.25,0.25,0.25,0.25,True,1.0
although,-1.0,-1.0,-1.0,-1.0,True,0.0
amazed,1.0,1.0,1.0,0.55,True,1.0
amazing,1.0,1.0,1.0,0.7,True,1.0
amazingly,1.0,1.0,1.0,1.0,True,1.0
amazon,0.175,0.175,0.175,0.175,True,0.0
annoying,-1.0,-1.0,-1.0,-0.425,True,-1.0
anyway,0.0,0.0,0.0,0.0,True,0.0
anyways,0.0,0.0,0.0,0.0,True,0.0
apparently,0.0,0.0,0.0,0.0,True,0.0
appearance,0.0,0.0,0.0,0.0,True,0.0
appreciate,1.0,1.0,1.0,0.425,True,1.0
approval,1.0,1.0,1.0,0.525,True,1.0
aspire,1.0,1.0,1.0,1.0,True,1.0
assuring,0.7,0.7,1.0,0.4,True,1.0
astonishing,1.0,1.0,1.0,1.0,True,1.0
attachment,0.3,0.3,0.3,0.3,True,0.0
attest,1.0,1.0,1.0,1.0,True,1.0
attractive,1.0,1.0,1.0,0.475,True,1.0
available,1.0,1.0,1.0,1.0,True,1.0
avid,1.0,1.0,1.0,0.3,True,1.0
avoid,-1.0,-1.0,-0.7666666666666666,-0.3,True,-1.0
aware,0.0,0.0,0.0,0.0,True,0.0
awe,1.0,1.0,1.0,1.0,True,1.0
awesome,1.0,1.0,1.0,0.775,True,1.0
awful,-1.0,-1.0,-1.0,-0.5,True,-1.0
baby,0.0,0.0,0.0,0.0,True,0.0
back,1.0,1.0,1.0,1.0,True,0.0
bad,-1.0,-1.0,-1.0,-0.625,True,-1.0
barely,-1.0,-1.0,-1.0,-1.0,True,-1.0
bargain,1.0,1.0,1.0,0.2,True,1.0
basic,1.0,1.0,1.0,1.0,True,0.0
beast,-1.0,-1.0,-1.0,-1.0,True,1.0
beautiful,1.0,1.0,1.0,0.725,True,1.0
beautifully,1.0,1.0,1.0,0.675,True,1.0
beauty,1.0,1.0,1.0,0.7,True,1.0
believe,0.0,0.0,0.0,0.0,True,0.0
benefits,1.0,1.0,1.0,0.4,True,1.0
besides,0.0,0.0,0.0,0.0,True,0.0
best,1.0,1.0,1.0,0.8,True,1.0
better,1.0,1.0,1.0,0.475,True,1.0
beware,-1.0,-1.0,-1.0,-1.0,True,-1.0
big,0.0,0.0,0.0,0.0,True,0.0
black,-1.0,-1.0,-1.0,-1.0,True,0.0
blame,-1.0,-1.0,-1.0,-0.35,True,-1.0
block,-1.0,-1.0,-0.8250000000000001,-0.475,True,0.0
bloody,-1.0,-1.0,-1.0,-0.475,True,-1.0
bonus,1.0,1.0,1.0,0.625,True,1.0
bother,-1.0,-1.0,-1.0,-0.35,True,-1.0
break,-1.0,-1.0,-1.0,-1.0,True,-1.0
breaking,-1.0,-1.0,-1.0,-1.0,True,-1.0
breaks,-1.0,-1.0,-1.0,-1.0,True,-1.0
bright,1.0,1.0,1.0,0.475,True,1.0
brightness,1.0,1.0,0.7999999999999999,0.4,True,0.0
broad,1.0,1.0,1.0,1.0,True,0.0
broke,-1.0,-1.0,-1.0,-0.45,True,-1.0
broken,-0.7625,-0.7625,-1.0,-0.525,True,-1.0
bug,-1.0,-1.0,-1.0,-1.0,True,-1.0
bummer,-0.4,-0.4,-0.4,-0.4,True,-1.0
bumping,-1.0,-1.0,-1.0,-1.0,True,1.0
burn,-1.0,-1.0,-1.0,-1.0,True,-1.0
burned,-1.0,-1.0,-1.0,-1.0,True,-1.0
burning,-1.0,-1.0,-1.0,-1.0,True,-1.0
cancel,-0.25,-0.25,-0.25,-0.25,True,-1.0
capable,1.0,1.0,1.0,0.4,True,1.0
care,1.0,1.0,0.85,0.55,True,0.0
cared,0.45,0.45,0.45,0.45,True,0.0
careful,1.0,1.0,0.7166666666666667,0.15,True,-1.0
casual,0.2,0.2,0.2,0.2,True,0.0
certain,0.0,0.0,0.09166666666666667,0.275,True,0.0
certainly,0.0,0.0,0.11666666666666665,0.35,True,0.0
challenge,-1.0,-1.0,-0.6416666666666667,0.075,True,0.0
champion,1.0,1.0,1.0,0.725,True,1.0
chance,0.25,0.25,0.25,0.25,True,0.0
charged,-0.2,-0.2,-0.2,-0.2,True,0.0
charges,-0.275,-0.275,-0.275,-0.275,True,0.0
charm,1.0,1.0,1.0,0.425,True,1.0
cheap,-1.0,-1.0,-1.0,-1.0,True,0.0
cheaper,1.0,1.0,1.0,1.0,True,0.0
cheapest,1.0,1.0,1.0,1.0,True,0.0
cheaply,-1.0,-1.0,-1.0,-1.0,True,-1.0
claim,0.0,0.0,0.0,0.0,True,0.0
clarity,1.0,1.0,1.0,0.425,True,0.0
clean,1.0,1.0,1.0,0.425,True,1.0
clear,1.0,1.0,1.0,0.4,True,1.0
close,-1.0,-1.0,-1.0,-1.0,True,0.0
cloud,-1.0,-1.0,-1.0,-1.0,True,0.0
clunky,-1.0,-1.0,-1.0,-1.0,True,-1.0
comfortable,1.0,1.0,1.0,0.575,True,1.0
comment,0.0,0.0,0.0,0.0,True,0.0
compact,1.0,1.0,1.0,1.0,True,1.0
compatible,1.0,1.0,1.0,1.0,True,1.0
complain,-1.0,-1.0,-1.0,-0.375,True,-1.0
complaining,-1.0,-1.0,-1.0,-0.2,True,-1.0
complains,-0.7,-0.7,-1.0,-0.4,True,-1.0
complaint,-1.0,-1.0,-1.0,-0.3,True,-1.0
complaints,-1.0,-1.0,-1.0,-0.425,True,-1.0
complete,0.0,0.0,0.0,0.0,True,0.0
completely,0.0,0.0,0.0,0.0,True,0.0
complicated,-1.0,-1.0,-1.0,-1.0,True,-1.0
compliments,0.425,0.425,0.425,0.425,True,1.0
concern,-1.0,-1.0,-1.0,-1.0,True,-1.0
concerned,-1.0,-1.0,-1.0,-1.0,True,-1.0
confident,1.0,1.0,1.0,0.55,True,1.0
cons,-1.0,-1.0,-1.0,-1.0,True,-1.0
consider,0.0,0.0,0.0,0.0,True,0.0
continuous,0.0,0.0,0.0,0.0,True,0.0
convenient,1.0,1.0,1.0,1.0,True,1.0
cool,0.6625,0.6625,1.0,0.325,True,1.0
correct,1.0,1.0,1.0,1.0,True,1.0
correctly,1.0,1.0,1.0,1.0,True,1.0
cost-effective,1.0,1.0,1.0,1.0,True,1.0
could,0.0,0.0,0.0,0.0,True,0.0
crack,-1.0,-1.0,-1.0,-1.0,True,-1.0
crap,-0.7,-0.7,-1.0,-0.4,True,-1.0
crash,-0.7125,-0.7125,-1.0,-0.425,True,-1.0
crashed,-1.0,-1.0,-1.0,-1.0,True,-1.0
crashes,-1.0,-1.0,-1.0,-1.0,True,-1.0
crashing,-1.0,-1.0,-1.0,-1.0,True,-1.0
crazy,-1.0,-1.0,-1.0,-0.35,True,-1.0
create,0.275,0.275,0.275,0.275,True,0.0
created,0.25,0.25,0.25,0.25,True,0.0
creativity,0.4,0.4,0.4,0.4,True,0.0
credit,0.4,0.4,0.4,0.4,True,1.0
crisp,1.0,1.0,1.0,1.0,True,1.0
critical,-1.0,-1.0,-1.0,-0.325,True,-1.0
cut,-1.0,-1.0,-0.7583333333333333,-0.275,True,0.0
cutting,-0.125,-0.125,-0.125,-0.125,True,0.0
damaged,-0.7375,-0.7375,-1.0,-0.475,True,-1.0
damn,-1.0,-1.0,-1.0,-0.425,True,0.0
dangerous,-1.0,-1.0,-1.0,-0.525,True,-1.0
dark,-1.0,-1.0,-1.0,-1.0,True,-1.0
darker,-1.0,-1.0,-1.0,-1.0,True,-1.0
dead,-1.0,-1.0,-1.0,-0.825,True,-1.0
deal,1.0,1.0,1.0,1.0,True,0.0
death,-1.0,-1.0,-1.0,-0.725,True,-1.0
decent,1.0,1.0,1.0,1.0,True,1.0
decrease,-1.0,-1.0,-1.0,-1.0,True,-1.0
dedicated,1.0,1.0,1.0,0.5,True,1.0
defeats,0.3375,0.3375,1.0,-0.325,True,-1.0
defect,-1.0,-1.0,-1.0,-0.35,True,-1.0
defective,-1.0,-1.0,-1.0,-0.475,True,-1.0
definitely,1.0,1.0,0.8083333333333332,0.425,True,0.0
delay,-0.6625,-0.6625,-1.0,-0.325,True,-1.0
denied,-0.7375,-0.7375,-1.0,-0.475,True,-1.0
desired,0.275,0.275,0.275,0.275,True,1.0
despite,-1.0,-1.0,-1.0,-1.0,True,0.0
die,-0.8625,-0.8625,-1.0,-0.725,True,-1.0
died,-0.825,-0.825,-1.0,-0.65,True,-1.0
dies,-1.0,-1.0,-1.0,-1.0,True,-1.0
difference,0.0,0.0,0.0,0.0,True,0.0
difficult,-1.0,-1.0,-1.0,-0.375,True,-1.0
difficulties,-1.0,-1.0,-1.0,-0.3,True,-1.0
difficulty,-1.0,-1.0,-1.0,-0.35,True,-1.0
diminish,-1.0,-1.0,-1.0,-1.0,True,-1.0
dirty,-1.0,-1.0,-1.0,-0.475,True,-1.0
disappoint,-1.0,-1.0,-1.0,-0.425,True,-1.0
disappointed,-1.0,-1.0,-1.0,-0.525,True,-1.0
disappointing,-1.0,-1.0,-1.0,-0.55,True,-1.0
disappointment,-1.0,-1.0,-1.0,-0.575,True,-1.0
disappointments,-0.75,-0.75,-1.0,-0.5,True,-1.0
discontinued,-1.0,-1.0,-1.0,-1.0,True,-1.0
dislike,-1.0,-1.0,-1.0,-0.4,True,-1.0
dissappointed,-1.0,-1.0,-1.0,-1.0,True,-1.0
dissatisfied,-1.0,-1.0,-1.0,-0.4,True,-1.0
doa,-0.575,-0.575,-0.575,-0.575,True,-1.0
doubt,-1.0,-1.0,-1.0,-0.375,True,-1.0
down,-1.0,-1.0,-1.0,-1.0,True,-1.0
downfall,-1.0,-1.0,-1.0,-1.0,True,-1.0
downside,-1.0,-1.0,-1.0,-0.25,True,-1.0
drawback,-1.0,-1.0,-1.0,-1.0,True,-1.0
drive,1.0,1.0,1.0,1.0,True,0.0
drop,-0.275,-0.275,-0.275,-0.275,True,-1.0
drown,-0.675,-0.675,-0.675,-0.675,True,-1.0
dud,-1.0,-1.0,-1.0,-0.25,True,-1.0
dump,-1.0,-1.0,-1.0,-0.4,True,-1.0
durability,1.0,1.0,1.0,1.0,True,0.0
durable,1.0,1.0,1.0,1.0,True,1.0
dust,-1.0,-1.0,-1.0,-1.0,True,0.0
duty,0.0,0.0,0.0,0.0,True,0.0
ease,1.0,1.0,1.0,0.375,True,1.0
easier,1.0,1.0,1.0,0.45,True,1.0
easiest,1.0,1.0,1.0,0.45,True,1.0
easily,1.0,1.0,0.7833333333333333,0.35,True,1.0
easy,1.0,1.0,1.0,0.475,True,1.0
edgy,-1.0,-1.0,-1.0,-1.0,True,1.0
effective,1.0,1.0,1.0,0.525,True,1.0
efficient,1.0,1.0,1.0,0.45,True,1.0
effin,-0.575,-0.575,-0.575,-0.575,True,-1.0
elegant,1.0,1.0,1.0,0.525,True,1.0
else,0.0,0.0,0.0,0.0,True,0.0
enable,1.0,1.0,1.0,1.0,True,0.0
encourage,1.0,1.0,1.0,0.575,True,1.0
enemies,-1.0,-1.0,-1.0,-0.55,True,-1.0
energy,0.275,0.275,0.275,0.275,True,0.0
enjoy,1.0,1.0,1.0,0.55,True,1.0
enjoyable,1.0,1.0,1.0,0.475,True,1.0
enjoyed,0.7875,0.7875,1.0,0.575,True,1.0
enjoying,0.8,0.8,1.0,0.6,True,1.0
enough,0.0,0.0,1.0,0.3333333333333333,True,0.0
enraged,-1.0,-1.0,-1.0,-0.425,True,-1.0
entertained,0.425,0.425,0.425,0.425,True,1.0
entire,0.0,0.0,0.0,0.0,True,0.0
envy,-1.0,-1.0,1.0,-0.275,True,-1.0
error,-1.0,-1.0,-1.0,-0.425,True,-1.0
errors,-0.675,-0.675,-1.0,-0.35,True,-1.0
especially,1.0,1.0,1.0,1.0,True,0.0
essential,1.0,1.0,1.0,1.0,True,1.0
even,1.0,1.0,1.0,1.0,True,0.0
exact,0.0,0.0,0.0,0.0,True,0.0
exactly,0.0,0.0,0.0,0.0,True,0.0
exaggeration,-1.0,-1.0,-1.0,-1.0,True,-1.0
exceeded,1.0,1.0,1.0,1.0,True,1.0
excel,1.0,1.0,1.0,0.5,True,0.0
excelent,1.0,1.0,1.0,1.0,True,1.0
excellent,1.0,1.0,1.0,0.675,True,1.0
exceptional,1.0,1.0,1.0,1.0,True,1.0
excited,1.0,1.0,1.0,0.35,True,1.0
excuses,-1.0,-1.0,-1.0,-1.0,True,-1.0
exhaust,-1.0,-1.0,-1.0,-0.3,True,0.0
expectation,0.0,0.0,0.0,0.0,True,0.0
expensive,-1.0,-1.0,-1.0,-1.0,True,-1.0
expired,-1.0,-1.0,-1.0,-1.0,True,0.0
exposed,-1.0,-1.0,-0.6916666666666668,-0.075,True,-1.0
extend,0.175,0.175,0.175,0.175,True,0.0
extremely,-1.0,-1.0,-1.0,-1.0,True,0.0
fabulous,1.0,1.0,1.0,0.6,True,1.0
fact,0.0,0.0,0.0,0.0,True,0.0
fail,-1.0,-1.0,-1.0,-0.625,True,-1.0
failed,-0.7875,-0.7875,-1.0,-0.575,True,-1.0
failing,-1.0,-1.0,-1.0,-0.575,True,-1.0
fails,-0.725,-0.725,-1.0,-0.45,True,-1.0
fairly,1.0,1.0,1.0,1.0,True,0.0
fall,-1.0,-1.0,-1.0,-1.0,True,-1.0
falling,-0.575,-0.575,-1.0,-0.15,True,-1.0
fallout,-1.0,-1.0,-1.0,-1.0,True,0.0
familiar,0.0,0.0,0.0,0.0,True,0.0
fan,0.325,0.325,0.325,0.325,True,0.0
fancy,1.0,1.0,1.0,1.0,True,1.0
fantastic,1.0,1.0,1.0,0.65,True,1.0
fast,0.0,0.0,1.0,0.3333333333333333,True,1.0
faster,1.0,1.0,1.0,1.0,True,1.0
fault,-1.0,-1.0,-1.0,-0.425,True,-1.0
faulty,-1.0,-1.0,-1.0,-0.325,True,-1.0
favor,1.0,1.0,1.0,0.425,True,1.0
favorite,1.0,1.0,1.0,0.5,True,1.0
feel,0.0,0.0,0.0,0.0,True,0.0
feeling,0.0,0.0,0.041666666666666664,0.125,True,0.0
feels,0.0,0.0,0.0,0.0,True,0.0
fell,-1.0,-1.0,-1.0,-1.0,True,-1.0
felt,0.0,0.0,0.0,0.0,True,0.0
fighting,-0.375,-0.375,-0.375,-0.375,True,0.0
finally,0.0,0.0,0.0,0.0,True,0.0
fine,0.0,0.0,1.0,0.2,True,1.0
fire,-0.35,-0.35,-0.35,-0.35,True,-1.0
fired,-0.65,-0.65,-0.65,-0.65,True,0.0
firmly,0.0,0.0,0.0,0.0,True,0.0
fit,1.0,1.0,0.7916666666666666,0.375,True,1.0
flash,-1.0,-1.0,-1.0,-1.0,True,0.0
flawlessly,1.0,1.0,1.0,0.2,True,1.0
flaws,-1.0,-1.0,-1.0,-1.0,True,-1.0
focused,0.4,0.4,0.4,0.4,True,0.0
fool,-1.0,-1.0,-1.0,-0.475,True,-1.0
force,-1.0,-1.0,-1.0,-1.0,True,-1.0
forced,-0.5,-0.5,-0.5,-0.5,True,-1.0
forget,-1.0,-1.0,-0.7416666666666667,-0.225,True,0.0
forgivable,0.425,0.425,0.425,0.425,True,1.0
fortunately,1.0,1.0,1.0,1.0,True,1.0
fragile,-1.0,-1.0,-1.0,-1.0,True,-1.0
freaking,-0.725,-0.725,-1.0,-0.45,True,-1.0
free,1.0,1.0,1.0,0.575,True,1.0
freeze,-0.475,-0.475,-1.0,0.05,True,-1.0
freezes,-0.5125,-0.5125,-1.0,-0.025,True,-1.0
freezing,-0.55,-0.55,-1.0,-0.1,True,-1.0
fresh,1.0,1.0,1.0,0.325,True,1.0
friction,-1.0,-1.0,-1.0,-1.0,True,-1.0
friend,1.0,1.0,0.85,0.55,True,1.0
friendly,1.0,1.0,1.0,0.55,True,1.0
friends,1.0,1.0,0.8416666666666667,0.525,True,1.0
froze,-1.0,-1.0,-1.0,-1.0,True,-1.0
frustrated,-1.0,-1.0,-1.0,-0.6,True,-1.0
frustrating,-1.0,-1.0,-1.0,-0.475,True,-1.0
full,0.0,0.0,0.0,0.0,True,0.0
fully,0.0,0.0,0.0,0.0,True,0.0
fun,0.0,0.0,1.0,0.575,True,1.0
functional,1.0,1.0,1.0,1.0,True,1.0
funny,1.0,1.0,-1.0,0.475,True,1.0
fuss,-1.0,-1.0,-1.0,-1.0,True,-1.0
game,-1.0,-1.0,-1.0,-1.0,True,0.0
geek,-0.2,-0.2,-0.2,-0.2,True,0.0
generous,1.0,1.0,1.0,0.575,True,1.0
genius,1.0,1.0,1.0,1.0,True,1.0
gestures,0.0,0.0,0.0,0.0,True,0.0
giant,0.0,0.0,0.0,0.0,True,0.0
giddy,1.0,1.0,-1.0,-0.15,True,1.0
gift,0.475,0.475,0.475,0.475,True,0.0
giving,0.35,0.35,0.35,0.35,True,0.0
glad,1.0,1.0,1.0,0.5,True,1.0
gladly,1.0,1.0,1.0,0.35,True,1.0
glare,-1.0,-1.0,-1.0,-1.0,True,-1.0
glossy,1.0,1.0,1.0,1.0,True,-1.0
good,1.0,1.0,1.0,0.475,True,1.0
gorgeous,1.0,1.0,1.0,0.75,True,1.0
granted,0.25,0.25,0.25,0.25,True,0.0
great,1.0,1.0,1.0,0.775,True,1.0
greatest,1.0,1.0,1.0,0.8,True,1.0
guarantee,1.0,1.0,1.0,0.25,True,1.0
hack,-1.0,-1.0,-1.0,-1.0,True,-1.0
hacked,-0.425,-0.425,-0.425,-0.425,True,-1.0
hand,0.55,0.55,0.55,0.55,True,0.0
handy,1.0,1.0,1.0,1.0,True,1.0
hangs,-1.0,-1.0,-1.0,-1.0,True,-1.0
happier,0.8,0.8,1.0,0.6,True,1.0
happy,1.0,1.0,1.0,0.675,True,1.0
hard,-1.0,-1.0,-1.0,-0.1,True,-1.0
hardly,-1.0,-1.0,-1.0,-1.0,True,-1.0
hassle,-1.0,-1.0,-1.0,-1.0,True,-1.0
hate,-1.0,-1.0,-1.0,-0.675,True,-1.0
hated,-0.9,-0.9,-1.0,-0.8,True,-1.0
hateful,-1.0,-1.0,-1.0,-0.55,True,-1.0
headache,-1.0,-1.0,-1.0,-1.0,True,-1.0
headaches,-1.0,-1.0,-1.0,-1.0,True,-1.0
heartily,1.0,1.0,1.0,1.0,True,1.0
heck,-1.0,-1.0,-1.0,-1.0,True,-1.0
help,1.0,1.0,0.8083333333333332,0.425,True,1.0
helped,1.0,1.0,1.0,1.0,True,1.0
helpful,1.0,1.0,1.0,0.45,True,1.0
helping,0.65,0.65,1.0,0.3,True,1.0
helps,0.4,0.4,0.4,0.4,True,1.0
hesitate,-0.275,-0.275,-0.275,-0.275,True,-1.0
hide,-0.175,-0.175,-0.175,-0.175,True,-1.0
high,0.0,0.0,0.0,0.0,True,0.0
hollow,-1.0,-1.0,-1.0,-1.0,True,-1.0
honest,1.0,1.0,1.0,0.575,True,1.0
honestly,1.0,1.0,0.8333333333333334,0.5,True,1.0
hope,1.0,1.0,0.8250000000000001,0.475,True,1.0
hoped,0.4,0.4,0.4,0.4,True,0.0
hoping,0.45,0.45,0.45,0.45,True,0.0
horrible,-1.0,-1.0,-1.0,-0.625,True,-1.0
hot,1.0,1.0,1.0,1.0,True,-1.0
however,0.0,0.0,0.0,0.0,True,0.0
huge,0.0,0.0,0.10833333333333334,0.325,True,0.0
hung,-1.0,-1.0,-1.0,-1.0,True,-1.0
hurt,-1.0,-1.0,-1.0,-0.6,True,-1.0
idea,0.0,0.0,0.0,0.0,True,0.0
ideal,1.0,1.0,1.0,0.6,True,1.0
idiots,-1.0,-1.0,-1.0,-1.0,True,-1.0
idk,-0.1,-0.1,-0.1,-0.1,True,-1.0
ignorant,-1.0,-1.0,-1.0,-0.275,True,-1.0
imagine,0.0,0.0,0.0,0.0,True,0.0
immediate,0.0,0.0,0.0,0.0,True,0.0
immediately,0.0,0.0,0.0,0.0,True,0.0
implore,0.0,0.0,0.0,0.0,True,0.0
important,1.0,1.0,1.0,0.2,True,1.0
impossible,-1.0,-1.0,-1.0,-1.0,True,-1.0
impressed,0.7625,0.7625,1.0,0.525,True,1.0
impressions,1.0,1.0,0.7416666666666667,0.225,True,0.0
impressive,1.0,1.0,1.0,0.575,True,1.0
impressively,1.0,1.0,1.0,0.5,True,1.0
improvement,1.0,1.0,1.0,0.5,True,1.0
improvements,0.6625,0.6625,1.0,0.325,True,1.0
improving,1.0,1.0,1.0,0.45,True,1.0
incompatible,-1.0,-1.0,-1.0,-1.0,True,-1.0
inconvenience,-1.0,-1.0,-1.0,-0.375,True,-1.0
incorrect,-1.0,-1.0,-1.0,-1.0,True,-1.0
increase,0.325,0.325,0.325,0.325,True,1.0
incredible,1.0,1.0,1.0,1.0,True,1.0
incredibly,1.0,1.0,1.0,1.0,True,1.0
indeed,0.0,0.0,0.0,0.0,True,0.0
indication,0.0,0.0,0.0,0.0,True,0.0
inept,-1.0,-1.0,-1.0,-1.0,True,-1.0
inevitably,-1.0,-1.0,-1.0,-1.0,True,-1.0
inexpensive,1.0,1.0,1.0,1.0,True,1.0
influence,0.0,0.0,0.0,0.0,True,0.0
inherent,0.0,0.0,0.0,0.0,True,0.0
innovation,1.0,1.0,1.0,0.4,True,1.0
insane,-1.0,-1.0,-1.0,-0.425,True,1.0
insanity,-1.0,-1.0,-1.0,-0.675,True,-1.0
instantly,1.0,1.0,1.0,1.0,True,0.0
integral,1.0,1.0,1.0,1.0,True,1.0
interest,1.0,1.0,0.8333333333333334,0.5,True,1.0
interested,1.0,1.0,0.8083333333333332,0.425,True,1.0
interesting,1.0,1.0,1.0,0.425,True,1.0
intuitive,1.0,1.0,1.0,1.0,True,1.0
invalidate,-1.0,-1.0,-1.0,-1.0,True,-1.0
isolation,-1.0,-1.0,-1.0,-0.425,True,0.0
