WORD,MPQA,OPENER,OL,VADER,IN_VOCAB,ANNOTATION
isolator,-0.1,-0.1,-0.1,-0.1,True,0.0
issue,-1.0,-1.0,-1.0,-1.0,True,-1.0
issues,-1.0,-1.0,-1.0,-1.0,True,-1.0
joke,1.0,1.0,-1.0,0.3,True,-1.0
joy,1.0,1.0,1.0,0.7,True,1.0
joystick,0.175,0.175,0.175,0.175,True,0.0
junk,-1.0,-1.0,-1.0,-1.0,True,-1.0
just,1.0,1.0,1.0,1.0,True,0.0
key,0.0,0.0,0.0,0.0,True,0.0
kidding,0.1,0.1,0.1,0.1,True,0.0
killer,-1.0,-1.0,-1.0,-0.825,True,1.0
kind,1.0,1.0,0.8666666666666667,0.6,True,0.0
knew,0.0,0.0,0.0,0.0,True,0.0
know,0.0,0.0,0.0,0.0,True,0.0
lack,-1.0,-1.0,-1.0,-0.325,True,-1.0
lacking,-1.0,-1.0,-1.0,-1.0,True,-1.0
lag,-1.0,-1.0,-1.0,-0.35,True,-1.0
lags,-0.6875,-0.6875,-1.0,-0.375,True,-1.0
lame,-1.0,-1.0,-1.0,-0.45,True,-1.0
large,0.5,0.5,0.5,0.5,True,0.0
leading,1.0,1.0,1.0,1.0,True,1.0
learn,0.0,0.0,0.0,0.0,True,0.0
learned,1.0,1.0,1.0,1.0,True,0.0
learning,1.0,1.0,1.0,1.0,True,0.0
least,-1.0,-1.0,-1.0,-1.0,True,0.0
led,1.0,1.0,1.0,1.0,True,0.0
lemon,-1.0,-1.0,-1.0,-1.0,True,-1.0
less,-1.0,-1.0,-1.0,-1.0,True,-1.0
lie,-1.0,-1.0,-1.0,-1.0,True,-1.0
light,1.0,1.0,1.0,1.0,True,1.0
lighter,1.0,1.0,1.0,1.0,True,1.0
like,1.0,1.0,1.0,0.375,True,1.0
liked,0.725,0.725,1.0,0.45,True,1.0
likely,0.0,0.0,0.0,0.0,True,0.0
likes,0.725,0.725,1.0,0.45,True,1.0
liking,1.0,1.0,1.0,0.425,True,0.0
limited,-1.0,-1.0,-1.0,-0.225,True,-1.0
little,-1.0,-1.0,-1.0,-1.0,True,0.0
live,1.0,1.0,1.0,1.0,True,0.0
lol,0.5875,0.5875,0.5875,0.5875,True,1.0
long,-1.0,-1.0,-1.0,-1.0,True,0.0
look,0.0,0.0,0.0,0.0,True,0.0
looking,0.0,0.0,0.0,0.0,True,0.0
loose,-0.6625,-0.6625,-1.0,-0.325,True,-1.0
lose,-1.0,-1.0,-1.0,-0.425,True,-1.0
loss,-1.0,-1.0,-1.0,-0.325,True,-1.0
losses,-0.7125,-0.7125,-1.0,-0.425,True,-1.0
lost,-1.0,-1.0,-1.0,-0.325,True,-1.0
loud,-1.0,-1.0,-1.0,-1.0,True,0.0
louder,-1.0,-1.0,-1.0,-1.0,True,0.0
love,1.0,1.0,1.0,0.8,True,1.0
loved,0.8625,0.8625,1.0,0.725,True,1.0
loves,0.8375,0.8375,1.0,0.675,True,1.0
loving,0.8625,0.8625,1.0,0.725,True,1.0
low,-1.0,-1.0,-0.7583333333333333,-0.275,True,0.0
lower,-0.3,-0.3,-0.3,-0.3,True,0.0
loyal,1.0,1.0,1.0,0.525,True,1.0
luck,1.0,1.0,1.0,0.5,True,1.0
luxury,1.0,1.0,1.0,1.0,True,1.0
magnetic,1.0,1.0,1.0,1.0,True,0.0
major,0.0,0.0,0.0,0.0,True,0.0
massive,0.0,0.0,0.0,0.0,True,0.0
masterpiece,1.0,1.0,1.0,0.775,True,1.0
matte,-1.0,-1.0,-1.0,-1.0,True,0.0
matter,0.0,0.0,0.008333333333333333,0.025,True,0.0
matters,0.025,0.025,0.025,0.025,True,0.0
maybe,0.0,0.0,0.0,0.0,True,0.0
mean,-0.5,-0.5,-0.5,-0.5,True,0.0
meh,-0.075,-0.075,-0.075,-0.075,True,0.0
mere,-1.0,-1.0,-1.0,-1.0,True,-1.0
messy,-1.0,-1.0,-1.0,-0.375,True,-1.0
might,0.5,0.5,0.5,0.5,True,0.0
mild,1.0,1.0,1.0,1.0,True,1.0
mind,-1.0,-1.0,-1.0,-1.0,True,0.0
minor,0.0,0.0,0.0,0.0,True,0.0
miscellaneous,-1.0,-1.0,-1.0,-1.0,True,0.0
mistake,-1.0,-1.0,-1.0,-0.35,True,-1.0
modern,1.0,1.0,1.0,1.0,True,1.0
moon,-1.0,-1.0,-1.0,-1.0,True,0.0
most,0.0,0.0,0.0,0.0,True,0.0
mostly,0.0,0.0,0.0,0.0,True,0.0
move,0.0,0.0,0.0,0.0,True,0.0
moving,1.0,1.0,1.0,1.0,True,0.0
much,0.0,0.0,0.0,0.0,True,0.0
must,0.0,0.0,0.0,0.0,True,0.0
nasty,-1.0,-1.0,-1.0,-0.65,True,-1.0
nature,0.0,0.0,0.0,0.0,True,0.0
necessary,1.0,1.0,1.0,1.0,True,1.0
need,-0.5,-0.5,-0.5,-0.5,True,0.0
needless,-1.0,-1.0,-1.0,-1.0,True,-1.0
needs,0.0,0.0,0.0,0.0,True,0.0
negative,-1.0,-1.0,-1.0,-0.675,True,-1.0
negligible,-1.0,-1.0,-1.0,-1.0,True,0.0
nervous,-1.0,-1.0,-1.0,-0.275,True,-1.0
nice,1.0,1.0,1.0,0.45,True,1.0
nicely,1.0,1.0,1.0,0.475,True,1.0
nicest,0.775,0.775,1.0,0.55,True,1.0
nightmare,-1.0,-1.0,-1.0,-1.0,True,-1.0
no,-0.3,-0.3,-0.3,-0.3,True,-1.0
noise,-1.0,-1.0,-1.0,-1.0,True,-1.0
noises,-1.0,-1.0,-1.0,-1.0,True,-1.0
noisy,-1.0,-1.0,-1.0,-0.175,True,-1.0
normal,1.0,1.0,1.0,1.0,True,0.0
nuisance,-1.0,-1.0,-1.0,-1.0,True,-1.0
number,0.075,0.075,0.075,0.075,True,0.0
objection,-1.0,-1.0,-1.0,-1.0,True,-1.0
obsessed,-0.175,-0.175,-0.175,-0.175,True,1.0
obtrusive,-1.0,-1.0,-1.0,-1.0,True,-1.0
obviously,-1.0,-1.0,-1.0,-1.0,True,0.0
odd,-1.0,-1.0,-1.0,-0.325,True,-1.0
oddities,-1.0,-1.0,-1.0,-1.0,True,-1.0
offline,-0.125,-0.125,-0.125,-0.125,True,0.0
oh,0.0,0.0,0.0,0.0,True,0.0
ok,0.35,0.35,0.35,0.35,True,0.0
open,1.0,1.0,1.0,1.0,True,0.0
opinion,0.0,0.0,0.0,0.0,True,0.0
opportunity,1.0,1.0,0.8166666666666668,0.45,True,0.0
outstanding,1.0,1.0,1.0,0.75,True,1.0
overcome,-1.0,-1.0,-1.0,-1.0,True,0.0
pain,-1.0,-1.0,-1.0,-0.575,True,-1.0
painful,-1.0,-1.0,-1.0,-0.475,True,-1.0
painless,1.0,1.0,1.0,0.3,True,1.0
particular,0.0,0.0,0.0,0.0,True,0.0
particularly,0.0,0.0,0.0,0.0,True,0.0
party,0.425,0.425,0.425,0.425,True,0.0
pay,-0.1,-0.1,-0.1,-0.1,True,0.0
perfect,1.0,1.0,1.0,0.675,True,1.0
perfectly,1.0,1.0,1.0,0.8,True,1.0
perhaps,0.0,0.0,0.0,0.0,True,0.0
plain,1.0,1.0,1.0,1.0,True,1.0
play,0.35,0.35,0.35,0.35,True,0.0
played,0.35,0.35,0.35,0.35,True,0.0
player,0.0,0.0,0.0,0.0,True,0.0
playing,0.2,0.2,0.2,0.2,True,0.0
plays,0.25,0.25,0.25,0.25,True,0.0
pleasant,1.0,1.0,1.0,0.575,True,1.0
pleasantly,1.0,1.0,1.0,0.525,True,1.0
please,1.0,1.0,0.775,0.325,True,0.0
pleased,1.0,1.0,1.0,0.475,True,1.0
pleasing,1.0,1.0,1.0,0.6,True,1.0
pleasure,1.0,1.0,1.0,0.675,True,1.0
plenty,1.0,1.0,1.0,1.0,True,1.0
pluses,1.0,1.0,1.0,1.0,True,1.0
point,0.0,0.0,0.0,0.0,True,0.0
poor,-1.0,-1.0,-1.0,-0.525,True,-1.0
poorly,-1.0,-1.0,-1.0,-1.0,True,-1.0
portable,1.0,1.0,1.0,1.0,True,1.0
positive,1.0,1.0,1.0,0.65,True,1.0
possible,0.0,0.0,0.0,0.0,True,0.0
power,0.0,0.0,0.0,0.0,True,0.0
powerful,1.0,1.0,1.0,0.45,True,1.0
powerless,-1.0,-1.0,-1.0,-0.55,True,-1.0
practically,0.0,0.0,0.0,0.0,True,0.0
pray,0.0,0.0,0.10833333333333334,0.325,True,0.0
prefer,1.0,1.0,1.0,1.0,True,1.0
premium,1.0,1.0,1.0,1.0,True,1.0
press,1.0,1.0,1.0,1.0,True,0.0
pressured,-0.225,-0.225,-0.225,-0.225,True,-1.0
pretty,1.0,1.0,1.0,0.55,True,1.0
pricey,-1.0,-1.0,-1.0,-1.0,True,-1.0
primary,0.0,0.0,0.0,0.0,True,0.0
prime,0.0,0.0,0.0,0.0,True,0.0
pro,1.0,1.0,1.0,1.0,True,0.0
problem,-1.0,-1.0,-1.0,-0.425,True,-1.0
problematic,-1.0,-1.0,-1.0,-0.475,True,-1.0
problems,-1.0,-1.0,-1.0,-0.425,True,-1.0
promise,1.0,1.0,1.0,0.325,True,1.0
proper,1.0,1.0,1.0,1.0,True,1.0
properly,1.0,1.0,1.0,1.0,True,1.0
proprietary,-1.0,-1.0,-1.0,-1.0,True,0.0
pros,1.0,1.0,1.0,1.0,True,1.0
protector,1.0,1.0,1.0,1.0,True,0.0
proving,1.0,1.0,1.0,1.0,True,0.0
pure,1.0,1.0,1.0,1.0,True,1.0
qualify,1.0,1.0,1.0,1.0,True,0.0
qualms,-1.0,-1.0,-1.0,-1.0,True,-1.0
quick,0.0,0.0,0.0,0.0,True,1.0
quicker,1.0,1.0,1.0,1.0,True,1.0
quiet,0.0,0.0,1.0,0.3333333333333333,True,1.0
quit,-1.0,-1.0,-1.0,-1.0,True,0.0
quite,0.0,0.0,0.0,0.0,True,0.0
rare,0.0,0.0,0.0,0.0,True,0.0
rarely,0.0,0.0,0.0,0.0,True,0.0
rather,0.0,0.0,0.0,0.0,True,0.0
reach,0.025,0.025,0.025,0.025,True,0.0
reaches,0.05,0.05,0.05,0.05,True,0.0
reaction,0.0,0.0,0.0,0.0,True,0.0
ready,1.0,1.0,1.0,0.375,True,1.0
real,1.0,1.0,1.0,1.0,True,1.0
realistic,1.0,1.0,1.0,1.0,True,1.0
really,0.0,0.0,0.0,0.0,True,0.0
reason,1.0,1.0,1.0,1.0,True,0.0
reasonable,1.0,1.0,1.0,1.0,True,1.0
reasonably,1.0,1.0,1.0,1.0,True,1.0
recognition,1.0,1.0,1.0,1.0,True,0.0
recomend,1.0,1.0,1.0,1.0,True,1.0
recommend,1.0,1.0,1.0,0.375,True,1.0
recommended,1.0,1.0,1.0,0.2,True,1.0
recovery,1.0,1.0,1.0,1.0,True,0.0
refund,1.0,1.0,1.0,1.0,True,0.0
refused,-0.65,-0.65,-1.0,-0.3,True,-1.0
regardless,0.0,0.0,0.0,0.0,True,0.0
regret,-1.0,-1.0,-1.0,-0.45,True,-1.0
regrets,-0.6875,-0.6875,-1.0,-0.375,True,-1.0
regretted,-0.7,-0.7,-1.0,-0.4,True,-1.0
relax,1.0,1.0,0.8250000000000001,0.475,True,1.0
reliability,1.0,1.0,1.0,1.0,True,1.0
reliable,1.0,1.0,1.0,1.0,True,1.0
repair,1.0,1.0,1.0,1.0,True,-1.0
reputation,1.0,1.0,1.0,1.0,True,0.0
resolve,1.0,1.0,0.7999999999999999,0.4,True,0.0
resolved,1.0,1.0,0.725,0.175,True,1.0
responsive,1.0,1.0,1.0,0.375,True,1.0
restricted,-1.0,-1.0,-1.0,-0.4,True,-1.0
rich,1.0,1.0,1.0,0.65,True,1.0
ridiculous,-1.0,-1.0,-1.0,-0.375,True,-1.0
ridiculously,-1.0,-1.0,-1.0,-0.35,True,-1.0
right,1.0,1.0,1.0,1.0,True,1.0
robust,1.0,1.0,1.0,0.35,True,1.0
rough,-1.0,-1.0,-1.0,-1.0,True,-1.0
safety,0.45,0.45,0.45,0.45,True,0.0
sarcasm,-1.0,-1.0,-1.0,-0.225,True,-1.0
satisfactory,1.0,1.0,1.0,0.375,True,1.0
satisfied,0.725,0.725,1.0,0.45,True,1.0
satisfy,1.0,1.0,1.0,0.5,True,1.0
save,0.55,0.55,0.55,0.55,True,0.0
saved,0.45,0.45,0.45,0.45,True,0.0
savvy,1.0,1.0,1.0,1.0,True,1.0
scary,-1.0,-1.0,-1.0,-0.55,True,-1.0
scratches,-1.0,-1.0,-1.0,-1.0,True,-1.0
screams,-0.3,-0.3,-0.3,-0.3,True,0.0
screw,-1.0,-1.0,-0.7000000000000001,-0.1,True,-1.0
screwed,-0.775,-0.775,-1.0,-0.55,True,-1.0
screws,-0.25,-0.25,-0.25,-0.25,True,0.0
seamless,1.0,1.0,1.0,1.0,True,1.0
secure,1.0,1.0,1.0,0.35,True,1.0
securely,1.0,1.0,1.0,0.35,True,1.0
security,1.0,1.0,0.7833333333333333,0.35,True,0.0
seem,0.0,0.0,0.0,0.0,True,0.0
sensational,1.0,1.0,1.0,1.0,True,1.0
sense,1.0,1.0,1.0,1.0,True,1.0
sensitive,1.0,1.0,1.0,1.0,True,1.0
sensitivity,1.0,1.0,1.0,1.0,True,0.0
serious,-1.0,-1.0,-0.6916666666666668,-0.075,True,1.0
seriously,-1.0,-1.0,-0.725,-0.175,True,0.0
set-up,-1.0,-1.0,-1.0,-1.0,True,0.0
shame,-1.0,-1.0,-1.0,-0.525,True,-1.0
share,0.3,0.3,0.3,0.3,True,0.0
sharp,-1.0,-1.0,1.0,-0.3333333333333333,True,1.0
shattered,-0.525,-0.525,-0.525,-0.525,True,-1.0
sheer,-1.0,-1.0,-1.0,-1.0,True,-1.0
shine,1.0,1.0,1.0,1.0,True,1.0
shiny,1.0,1.0,1.0,1.0,True,1.0
shit,-0.825,-0.825,-1.0,-0.65,True,-1.0
shocked,-0.6625,-0.6625,-1.0,-0.325,True,0.0
shockingly,-1.0,-1.0,-1.0,-0.175,True,0.0
should,0.0,0.0,0.0,0.0,True,0.0
show,0.0,0.0,0.0,0.0,True,0.0
signals,0.0,0.0,0.0,0.0,True,0.0
simple,1.0,1.0,1.0,1.0,True,1.0
simply,0.0,0.0,0.0,0.0,True,0.0
sleek,1.0,1.0,1.0,1.0,True,1.0
slick,1.0,1.0,1.0,1.0,True,1.0
slim,1.0,1.0,1.0,1.0,True,1.0
slow,-1.0,-1.0,-1.0,-1.0,True,-1.0
slower,-1.0,-1.0,-1.0,-1.0,True,-1.0
slowly,-1.0,-1.0,-1.0,-1.0,True,-1.0
smooth,1.0,1.0,1.0,1.0,True,1.0
smoother,1.0,1.0,1.0,1.0,True,1.0
smoothly,1.0,1.0,1.0,1.0,True,1.0
so,0.0,0.0,0.0,0.0,True,0.0
soft,1.0,1.0,1.0,1.0,True,1.0
solid,1.0,1.0,1.0,0.15,True,1.0
solve,0.2,0.2,0.2,0.2,True,0.0
solved,0.275,0.275,0.275,0.275,True,0.0
sophisticated,1.0,1.0,1.0,0.65,True,1.0
sorry,-1.0,-1.0,-1.0,-0.075,True,-1.0
sound,1.0,1.0,1.0,1.0,True,0.0
special,1.0,1.0,0.8083333333333332,0.425,True,1.0
specific,0.0,0.0,0.0,0.0,True,0.0
spectacular,1.0,1.0,1.0,1.0,True,1.0
speedy,1.0,1.0,1.0,1.0,True,1.0
split,-1.0,-1.0,-1.0,-1.0,True,-1.0
stability,1.0,1.0,1.0,1.0,True,1.0
stand,1.0,1.0,1.0,1.0,True,1.0
stands,0.0,0.0,0.0,0.0,True,0.0
star,1.0,1.0,1.0,1.0,True,0.0
stars,1.0,1.0,1.0,1.0,True,0.0
steady,1.0,1.0,1.0,1.0,True,1.0
stellar,1.0,1.0,1.0,1.0,True,1.0
still,0.0,0.0,0.0,0.0,True,0.0
stinks,-0.625,-0.625,-1.0,-0.25,True,-1.0
stopped,-0.225,-0.225,-0.225,-0.225,True,-1.0
stops,-0.15,-0.15,-0.15,-0.15,True,-1.0
strength,0.0,0.0,0.18333333333333326,0.55,True,0.0
strengths,0.425,0.425,0.425,0.425,True,1.0
strong,1.0,1.0,1.0,0.575,True,1.0
stuck,-0.625,-0.625,-1.0,-0.25,True,-1.0
stunning,1.0,1.0,1.0,0.4,True,1.0
sturdy,1.0,1.0,1.0,1.0,True,1.0
stylish,1.0,1.0,1.0,1.0,True,1.0
sub-par,-1.0,-1.0,-1.0,-1.0,True,-1.0
substantial,1.0,1.0,0.7333333333333334,0.2,True,1.0
substantive,1.0,1.0,1.0,1.0,True,1.0
successfully,1.0,1.0,1.0,0.55,True,1.0
such,0.0,0.0,0.0,0.0,True,0.0
sucks,-0.6875,-0.6875,-1.0,-0.375,True,-1.0
suffer,-1.0,-1.0,-1.0,-0.625,True,-1.0
suffice,1.0,1.0,1.0,1.0,True,1.0
suggest,1.0,1.0,1.0,1.0,True,1.0
suggestions,1.0,1.0,1.0,1.0,True,1.0
super,1.0,1.0,1.0,0.725,True,0.0
superior,1.0,1.0,1.0,0.625,True,1.0
support,1.0,1.0,1.0,0.425,True,0.0
supported,0.6625,0.6625,1.0,0.325,True,1.0
suppose,0.0,0.0,0.0,0.0,True,0.0
supposed,-1.0,-1.0,-1.0,-1.0,True,0.0
sure,1.0,1.0,0.775,0.325,True,1.0
surprise,0.0,0.0,0.09166666666666667,0.275,True,1.0
surprised,0.225,0.225,0.225,0.225,True,1.0
swear,-1.0,-1.0,-0.6833333333333332,-0.05,True,0.0
swore,-1.0,-1.0,-1.0,-1.0,True,0.0
sworn,1.0,1.0,1.0,1.0,True,0.0
terrible,-1.0,-1.0,-1.0,-0.525,True,-1.0
terribly,-1.0,-1.0,-1.0,-0.65,True,-1.0
terrific,1.0,1.0,1.0,0.525,True,1.0
thank,1.0,1.0,1.0,0.375,True,1.0
thanks,0.475,0.475,0.475,0.475,True,1.0
thicker,-1.0,-1.0,-1.0,-1.0,True,1.0
think,0.0,0.0,0.0,0.0,True,0.0
thinking,0.0,0.0,0.0,0.0,True,0.0
though,0.0,0.0,0.0,0.0,True,0.0
thought,0.0,0.0,0.0,0.0,True,0.0
thrilled,0.7375,0.7375,1.0,0.475,True,1.0
throw,-1.0,-1.0,-1.0,-1.0,True,-1.0
thus,0.0,0.0,0.0,0.0,True,0.0
tiny,-1.0,-1.0,-1.0,-1.0,True,0.0
tired,-1.0,-1.0,-1.0,-0.475,True,-1.0
top,1.0,1.0,1.0,0.2,True,1.0
tops,0.7875,0.7875,1.0,0.575,True,1.0
torture,-1.0,-1.0,-1.0,-0.725,True,-1.0
touch,0.0,0.0,0.0,0.0,True,0.0
touches,0.0,0.0,0.0,0.0,True,0.0
tough,0.4375,0.4375,1.0,-0.125,True,1.0
transport,0.0,0.0,0.0,0.0,True,0.0
trash,-1.0,-1.0,-1.0,-1.0,True,-1.0
trendy,1.0,1.0,1.0,1.0,True,1.0
trial,-1.0,-1.0,-1.0,-1.0,True,-1.0
trouble,-1.0,-1.0,-1.0,-0.425,True,-1.0
true,1.0,1.0,0.8166666666666668,0.45,True,1.0
truly,1.0,1.0,0.8250000000000001,0.475,True,0.0
trusted,0.7625,0.7625,1.0,0.525,True,1.0
trying,-1.0,-1.0,-1.0,-1.0,True,0.0
ugly,-1.0,-1.0,-1.0,-0.575,True,-1.0
ultra,1.0,1.0,1.0,1.0,True,1.0
unable,-1.0,-1.0,-1.0,-1.0,True,-1.0
unbearable,-1.0,-1.0,-1.0,-1.0,True,-1.0
unconcerned,1.0,1.0,0.5916666666666667,-0.225,True,1.0
understand,1.0,1.0,1.0,1.0,True,0.0
understanding,1.0,1.0,1.0,1.0,True,0.0
understood,1.0,1.0,1.0,1.0,True,0.0
unexpected,-1.0,-1.0,-1.0,-1.0,True,-1.0
unexpectedly,-1.0,-1.0,-1.0,-1.0,True,-1.0
unhappy,-1.0,-1.0,-1.0,-0.45,True,-1.0
unimpressed,-0.35,-0.35,-0.35,-0.35,True,-1.0
unique,1.0,1.0,1.0,1.0,True,1.0
universal,1.0,1.0,1.0,1.0,True,1.0
unnecessary,-1.0,-1.0,-1.0,-1.0,True,-1.0
unparalleled,1.0,1.0,1.0,1.0,True,1.0
unprecedented,-1.0,-1.0,-1.0,-1.0,True,1.0
unresponsive,-1.0,-1.0,-1.0,-1.0,True,-1.0
unrivaled,1.0,1.0,1.0,1.0,True,1.0
unusable,-1.0,-1.0,-1.0,-1.0,True,-1.0
unusual,-1.0,-1.0,-1.0,-1.0,True,-1.0
upgradable,1.0,1.0,1.0,1.0,True,1.0
upgrade,1.0,1.0,1.0,1.0,True,0.0
upgraded,1.0,1.0,1.0,1.0,True,0.0
upset,-1.0,-1.0,-1.0,-0.4,True,-1.0
useful,1.0,1.0,1.0,0.475,True,1.0
useless,-1.0,-1.0,-1.0,-0.45,True,-1.0
value,1.0,1.0,0.7833333333333333,0.35,True,0.0
versatile,1.0,1.0,1.0,1.0,True,1.0
very,0.0,0.0,0.0,0.0,True,0.0
vibrant,1.0,1.0,1.0,0.6,True,1.0
vibration,-1.0,-1.0,-1.0,-1.0,True,-1.0
virus,-1.0,-1.0,-1.0,-1.0,True,0.0
vivid,1.0,1.0,1.0,1.0,True,1.0
want,1.0,1.0,0.6916666666666668,0.075,True,0.0
warm,1.0,1.0,1.0,0.225,True,0.0
warning,-1.0,-1.0,-1.0,-0.35,True,-1.0
waste,-1.0,-1.0,-1.0,-0.45,True,-1.0
wasting,-0.7125,-0.7125,-1.0,-0.425,True,-1.0
wd,0.675,0.675,0.675,0.675,True,0.0
weak,-1.0,-1.0,-1.0,-0.475,True,-1.0
weaknesses,-1.0,-1.0,-1.0,-0.375,True,-1.0
weird,-1.0,-1.0,-1.0,-0.175,True,-1.0
well,1.0,1.0,1.0,0.275,True,1.0
whatever,-1.0,-1.0,-1.0,-1.0,True,0.0
white,1.0,1.0,1.0,1.0,True,0.0
wide,1.0,1.0,1.0,1.0,True,1.0
will,1.0,1.0,1.0,1.0,True,0.0
willing,1.0,1.0,1.0,1.0,True,0.0
win,0.85,0.85,1.0,0.7,True,0.0
winner,0.85,0.85,1.0,0.7,True,1.0
winning,0.8,0.8,1.0,0.6,True,1.0
wise,1.0,1.0,1.0,0.525,True,1.0
wish,1.0,1.0,0.8083333333333332,0.425,True,0.0
wonder,1.0,1.0,1.0,1.0,True,1.0
wonderful,1.0,1.0,1.0,0.675,True,1.0
wonderfully,1.0,1.0,1.0,0.725,True,1.0
work,1.0,1.0,1.0,1.0,True,1.0
worked,1.0,1.0,1.0,1.0,True,1.0
works,1.0,1.0,1.0,1.0,True,1.0
worried,-1.0,-1.0,-1.0,-0.3,True,-1.0
worry,-1.0,-1.0,-1.0,-0.475,True,-1.0
worse,-1.0,-1.0,-1.0,-0.525,True,-1.0
worst,-1.0,-1.0,-1.0,-0.775,True,-1.0
worth,1.0,1.0,1.0,0.225,True,1.0
worthless,-1.0,-1.0,-1.0,-0.475,True,-1.0
would,0.0,0.0,0.0,0.0,True,0.0
wow,1.0,1.0,1.0,0.7,True,1.0
wrong,-1.0,-1.0,-1.0,-0.525,True,-1.0
xp,0.35,0.35,0.35,0.35,True,0.0
yeah,0.0,0.0,0.1,0.3,True,0.0
yes,1.0,1.0,0.8083333333333332,0.425,True,0.0
not,-1.0,-1.0,-1.0,-1.0,True,-1.0
n't,-1.0,-1.0,-1.0,-1.0,True,-1.0
